Name,Gender,LastLetter,LastTwoLetter,FirstLetter
Makarand,1,d,nd,M
Balan,1,n,an,B
Raza,1,a,za,R
Balwant,1,t,nt,B
Smyan,1,n,an,S
Avathara,2,a,ra,A
Aniteja,1,a,ja,A
Anirudhha,1,a,ha,A
Kanitha,2,a,ha,K
Sachi,2,i,hi,S
Madhavdas,1,s,as,M
Ruchira,2,a,ra,R
Sanithi,2,i,hi,S
Pranjal,2,l,al,P
Sukumaran,1,n,an,S
Shishirkana,2,a,na,S
Kshemya,2,a,ya,K
Abhiprithi,2,i,hi,A
Idhaya,2,a,ya,I
Thenappan,1,n,an,T
Tanish,1,h,sh,T
Indira,2,a,ra,I
Giribala,2,a,la,G
Santawana,2,a,na,S
Kakali,2,i,li,K
Paavan,1,n,an,P
Shantinath,1,h,th,S
Roshni,2,i,ni,R
Namya,2,a,ya,N
Abdul-Baari,1,i,ri,A
"Maithili, Mythili",2,i,li,M
Sabrang,2,g,ng,S
Misal,1,l,al,M
Saparna,2,a,na,S
Mahaganga,2,a,ga,M
Deep,1,p,ep,D
Kamat,1,t,at,K
Prayuta,2,a,ta,P
Tanvi,2,i,vi,T
Ramchandra,1,a,ra,R
Rujuta,2,a,ta,R
Tarakini,2,i,ni,T
Yamya,2,a,ya,Y
Vajra,1,a,ra,V
Muniya,2,a,ya,M
Tarannum,2,m,um,T
Vaibhav,1,v,av,V
Olimani,2,i,ni,O
Kedar,1,r,ar,K
Mahakanta,2,a,ta,M
Shami,1,i,mi,S
Pragyaparamita,2,a,ta,P
Vidya,2,a,ya,V
Vajrapani,1,i,ni,V
Satyapriya,1,a,ya,S
Rajul,2,l,ul,R
Chitralekha,2,a,ha,C
Ilyas,1,s,as,I
"Osman, Usman",1,n,an,O
Kashmira,2,a,ra,K
Chandrakumar,1,r,ar,C
Muralimanohar,1,r,ar,M
Chimayi,2,i,yi,C
Puranjay,1,y,ay,P
Chunni,2,i,ni,C
Hara,1,a,ra,H
Arya,1,a,ya,A
Kangana,2,a,na,K
Chandraraj,1,j,aj,C
Manendra,1,a,ra,M
Tahoma,1,a,ma,T
Tanika,2,a,ka,T
Saachi,2,i,hi,S
Rita,2,a,ta,R
Rujula,2,a,la,R
Shomili,2,i,li,S
Yadaspati,1,i,ti,Y
Satyankar,1,r,ar,S
Bhargava,1,a,va,B
Dasharathi,1,i,hi,D
Sudakshima,2,a,ma,S
Chakori,2,i,ri,C
Rangan,1,n,an,R
Lokesh,1,h,sh,L
Sivakumaran,1,n,an,S
Samvath,1,h,th,S
Leelamayee,2,e,ee,L
Bhanupriya,2,a,ya,B
Shyamsundar,1,r,ar,S
Laabha,2,a,ha,L
Shyamalika,2,a,ka,S
Adrija,2,a,ja,A
Hatisha,2,a,ha,H
Nishanath,1,h,th,N
Samudra,1,a,ra,S
Mala,2,a,la,M
Suprakash,1,h,sh,S
Sriya,2,a,ya,S
Jyotirdhar,1,r,ar,J
Rudrapriya,2,a,ya,R
Shatarupa,2,a,pa,S
Sambhav,1,v,av,S
Sukesh,1,h,sh,S
Pundalik,1,k,ik,P
Paridhi,2,i,hi,P
Iniyavan,1,n,an,I
Naajy,1,y,jy,N
Chinmayananda,1,a,da,C
Shishir,1,r,ir,S
Devyani,2,i,ni,D
Vimala,2,a,la,V
Medini,2,i,ni,M
Luv,1,v,uv,L
Mangal,1,l,al,M
Ranjita,2,a,ta,R
Nishesh,1,h,sh,N
Niloufer,2,r,er,N
Krithya,2,a,ya,K
Ura,2,a,ra,U
ThamilSelvi,2,i,vi,T
Gurudutt,1,t,tt,G
Avishi,2,i,hi,A
Rushada,2,a,da,R
Kriti,2,i,ti,K
Rajiv,1,v,iv,R
Leelavati,2,i,ti,L
Nissim,1,m,im,N
Daksha,1,a,ha,D
Amithi,2,i,hi,A
Hasika,2,a,ka,H
Avaneesh,1,h,sh,A
Leena,2,a,na,L
Zaid,1,d,id,Z
Vetravati,2,i,ti,V
Mythily,2,y,ly,M
Kishore,1,e,re,K
Ulagan,1,n,an,U
Maya,2,a,ya,M
Hemant,1,t,nt,H
Ramakanta,1,a,ta,R
Gopal,1,l,al,G
Hima,2,a,ma,H
Shashikiran,1,n,an,S
Manimekhala,2,a,la,M
Gupil,1,l,il,G
Narasimha,1,a,ha,N
Palaniappan,1,n,an,P
Sadhan,2,n,an,S
Gadhadhar,1,r,ar,G
Sulochan,1,n,an,S
Laghima,2,a,ma,L
Qatadah,1,h,ah,Q
Sulabha,2,a,ha,S
Pampa,2,a,pa,P
Thangabalu,1,u,lu,T
Kshama,2,a,ma,K
Kundir,1,r,ir,K
Ravinandan,1,n,an,R
Pranjal,1,l,al,P
Niju,2,u,ju,N
Lorena,2,a,na,L
Oliyarasi,2,i,si,O
Yachana,2,a,na,Y
Prisha,2,a,ha,P
Riju,2,u,ju,R
Swarup,1,p,up,S
Pankaj,1,j,aj,P
Mahtab,1,b,ab,M
Bakhtawar,1,r,ar,B
Lohitaksha,1,a,ha,L
Gajagamini,2,i,ni,G
"Arvinda, Arabinda",1,a,da,A
Parthivi,2,i,vi,P
Sankarshan,1,n,an,S
Nutan,2,n,an,N
Ajit,1,t,it,A
Damian,1,n,an,D
Udit,1,t,it,U
Damodar,1,r,ar,D
Arhant,1,t,nt,A
Girik,1,k,ik,G
Sankalpa,1,a,pa,S
Vaishali,2,i,li,V
Shyamari,2,i,ri,S
Baladhi,1,i,hi,B
Anchal,2,l,al,A
Shakeel,2,l,el,S
Aabheer,1,r,er,A
Kajri,2,i,ri,K
Shachi,2,i,hi,S
Abhati,2,i,ti,A
Balakumara,1,a,ra,B
Sutapa,2,a,pa,S
Padmaja,2,a,ja,P
Ushakiran,2,n,an,U
Krishnamurthy,1,y,hy,K
Niraimadhi,2,i,hi,N
Maharth,1,h,th,M
Chhaya,2,a,ya,C
Sartaj,1,j,aj,S
Ganapati,1,i,ti,G
Narmada,2,a,da,N
Ramnath,1,h,th,R
Abjayoni,1,i,ni,A
Chudamani,1,i,ni,C
Kuvam,2,m,am,K
Yadavendra,1,a,ra,Y
Rati,2,i,ti,R
Naishadh,1,h,dh,N
Raahi,1,i,hi,R
Rehman,1,n,an,R
Hasit,1,t,it,H
Venugopala,1,a,la,V
Yatiraja,1,a,ja,Y
Amiya,2,a,ya,A
Gajanand,1,d,nd,G
Nirvan,1,n,an,N
Pamela,2,a,la,P
Sukhdev,1,v,ev,S
Firoz,1,z,oz,F
Yadumani,1,i,ni,Y
Shreyashi,2,i,hi,S
Shrikumari,2,i,ri,S
Thangadurai,1,i,ai,T
Kana,2,a,na,K
Zaiden,1,n,en,Z
Dhinanta,1,a,ta,D
Mohana,2,a,na,M
Nripendra,1,a,ra,N
Manohar,1,r,ar,M
Jaganmay,1,y,ay,J
Seema,2,a,ma,S
Mythri,2,i,ri,M
Vyomesh,1,h,sh,V
Dhawal,1,l,al,D
Shravan,1,n,an,S
Uttar,1,r,ar,U
Shevanti,2,i,ti,S
Vijaya,2,a,ya,V
Suhasini,2,i,ni,S
Milana,2,a,na,M
Abhimanyu,1,u,yu,A
Bisaj,1,j,aj,B
Manjula,2,a,la,M
Tvarika,2,a,ka,T
Hitendra,1,a,ra,H
Rammohan,1,n,an,R
Rajeshwari,2,i,ri,R
Rohanlal,1,l,al,R
Riddhi,2,i,hi,R
Jatin,1,n,in,J
Suraksha,2,a,ha,S
Abhirup,1,p,up,A
Dalbhya,1,a,ya,D
Reshma,2,a,ma,R
Pratishtha,2,a,ha,P
Neelam,2,m,am,N
Mahin,1,n,in,M
Thiruvalluvar,1,r,ar,T
Jairam,1,m,am,J
Sonakshi,2,i,hi,S
Shashibala,2,a,la,S
Debashis,1,s,is,D
Anbarasu,1,u,su,A
Kunda,2,a,da,K
Fadl Ullah,1,h,ah,F
Raghavendra,1,a,ra,R
Praful,1,l,ul,P
Ruhan,1,n,an,R
Mayra,2,a,ra,M
Hamsa,2,a,sa,H
Aakar,1,r,ar,A
Moulik,1,k,ik,M
Ratna,2,a,na,R
Ashoka,2,a,ka,A
Satyanarayan,1,n,an,S
Balamurugan,1,n,an,B
Jujhar,1,r,ar,J
Sitanshu,1,u,hu,S
Mahubala,2,a,la,M
Vaanika,2,a,ka,V
Laalamani,1,i,ni,L
Lakshmigopal,1,l,al,L
Dhanishta,2,a,ta,D
Nidhyana,2,a,na,N
Gurusharan,1,n,an,G
Saruprani,2,i,ni,S
Kamakshi,2,i,hi,K
Wahab,1,b,ab,W
Grishma,2,a,ma,G
Radhakanta,1,a,ta,R
Sukrit,1,t,it,S
Nimish,1,h,sh,N
Kanakpriya,2,a,ya,K
Vilasini,2,i,ni,V
Loganayaki,2,i,ki,L
Baha,1,a,ha,B
Ohas,1,s,as,O
Mrittika,2,a,ka,M
Bisujaksha,1,a,ha,B
Divija,2,a,ja,D
Vanita,2,a,ta,V
Taranga,1,a,ga,T
Veenapani,2,i,ni,V
Theeran,1,n,an,T
Ednit,1,t,it,E
Ayushmati,2,i,ti,A
Pushpesh,1,h,sh,P
"Punam, Poonam",2,m,am,P
Niranjan,1,n,an,N
Puloma,2,a,ma,P
Kandhara,2,a,ra,K
Abhijit,1,t,it,A
Chandrakala,2,a,la,C
Hriman,1,n,an,H
Mahadevi,2,i,vi,M
Shivendu,1,u,du,S
Parnashri,2,i,ri,P
Manitha,2,a,ha,M
Sharang,1,g,ng,S
Aarti,2,i,ti,A
Bhavanika,2,a,ka,B
Mahi,2,i,hi,M
Tanseem,2,m,em,T
Iqbal,1,l,al,I
Rushabh,1,h,bh,R
Haimi,2,i,mi,H
Minakshi,2,i,hi,M
Mrigesh,1,h,sh,M
Jayesh,1,h,sh,J
Baishali,2,i,li,B
Lipi,2,i,pi,L
Kenisha,2,a,ha,K
Nadin,1,n,in,N
Tapti,2,i,ti,T
Dhuthi,2,i,hi,D
Ayanna,2,a,na,A
Titiksha,2,a,ha,T
Pushpa,2,a,pa,P
Bhagirat,1,t,at,B
Shantipriya,1,a,ya,S
Tamila,1,a,la,T
Raj,1,j,aj,R
Kumudini,2,i,ni,K
Yogit,1,t,it,Y
Anokhi,2,i,hi,A
Abhinav,1,v,av,A
Padmini,2,i,ni,P
Adinath,1,h,th,A
Abhayaprada,1,a,da,A
Archan,2,n,an,A
Adripathi,1,i,hi,A
Sragvi,2,i,vi,S
Pracheeta,2,a,ta,P
Mugdha,2,a,ha,M
Avasa,2,a,sa,A
Ruchi,2,i,hi,R
Niyath,1,h,th,N
Pranati,2,i,ti,P
"Ujwal, Ujjala",1,a,la,U
Dalaja,2,a,ja,D
Harshada,2,a,da,H
Sarayu,2,u,yu,S
Jagadip,1,p,ip,J
Kuyilsai,2,i,ai,K
Putana,2,a,na,P
Gandharva,1,a,va,G
Mumtaz,1,z,az,M
Indubhushan,1,n,an,I
Masilmani,2,i,ni,M
Samendra,1,a,ra,S
Ekanthika,2,a,ka,E
Tanima,2,a,ma,T
Padmaj,1,j,aj,P
Mirza,1,a,za,M
Eshana,2,a,na,E
Hansaveni,2,i,ni,H
Basanta,1,a,ta,B
Krishnendu,1,u,du,K
Barindra,1,a,ra,B
Patakin,1,n,in,P
Bhilangana,2,a,na,B
Holika,2,a,ka,H
Ksema,2,a,ma,K
"Foolwati, Phoolwati",2,i,ti,F
Anuradha,2,a,ha,A
Shivraj,1,j,aj,S
Kanya,2,a,ya,K
Ali,1,i,li,A
Shamita,2,a,ta,S
Daitya,1,a,ya,D
Piki,2,i,ki,P
Patanjali,1,i,li,P
Yoganand,1,d,nd,Y
Tanak,1,k,ak,T
Tamasi,2,i,si,T
Gayan,1,n,an,G
Wafeeq,1,q,eq,W
Tambura,2,a,ra,T
Chahel,1,l,el,C
Jenya,1,a,ya,J
Godavari,2,i,ri,G
Tarun,1,n,un,T
Baahir,1,r,ir,B
Rajam,1,m,am,R
Abhi,1,i,hi,A
Latif,1,f,if,L
Sumana,2,a,na,S
Riti,2,i,ti,R
Ayyapan,1,n,an,A
Harsha,2,a,ha,H
Roopa,2,a,pa,R
Achalendra,1,a,ra,A
Balbir,1,r,ir,B
Faiza,2,a,za,F
Vasumati,2,i,ti,V
Jayawant,1,t,nt,J
Tamanna,2,a,na,T
Aanchal,2,l,al,A
Kamalini,2,i,ni,K
Aashini,2,i,ni,A
Chakshu,1,u,hu,C
Ramana,2,a,na,R
Itish,1,h,sh,I
Boudhayan,1,n,an,B
Ulagappan,1,n,an,U
Prasanna,1,a,na,P
Chellapan,1,n,an,C
Manisitha,2,a,ha,M
Bhishma,1,a,ma,B
Ajmal,1,l,al,A
Devaki,2,i,ki,D
Yoonus,1,s,us,Y
Saipratap,1,p,ap,S
Swetha,2,a,ha,S
Sourabh,1,h,bh,S
Gandhini,2,i,ni,G
Pingala,2,a,la,P
Balasingam,1,m,am,B
Ishan,1,n,an,I
Swapnil,1,l,il,S
Ruhika,2,a,ka,R
Hanima,2,a,ma,H
Chintan,1,n,an,C
Chandrabindu,2,u,du,C
Lankesh,1,h,sh,L
Vasavi,2,i,vi,V
Shampa,2,a,pa,S
Hardik,1,k,ik,H
Kiranmala,2,a,la,K
Chetana,1,a,na,C
Lakshaki,2,i,ki,L
Madhuri,2,i,ri,M
Atreya,1,a,ya,A
Sajan,1,n,an,S
Kenga,2,a,ga,K
Nirupama,2,a,ma,N
Nilaya,2,a,ya,N
Kadhiroli,2,i,li,K
Prithvi,1,i,vi,P
Nitish,1,h,sh,N
Aashritha,2,a,ha,A
Ahalya,2,a,ya,A
Agrim,1,m,im,A
Jyotiprakash,1,h,sh,J
Taksa,1,a,sa,T
Devakantha,1,a,ha,D
Balakumar,1,r,ar,B
Rasbihari,1,i,ri,R
Taru,2,u,ru,T
Charudatta,1,a,ta,C
Labeeb,1,b,eb,L
Aakaksha,2,a,ha,A
Karun,1,n,un,K
Mayura,2,a,ra,M
Putul,2,l,ul,P
Shishirkumar,1,r,ar,S
Salima,2,a,ma,S
Gautami,2,i,mi,G
Deepan,1,n,an,D
Akram,1,m,am,A
Balaravi,1,i,vi,B
Zakariya,1,a,ya,Z
Shruti,2,i,ti,S
Minal,2,l,al,M
Noorjehan,2,n,an,N
Manisi,2,i,si,M
Indrakshi,2,i,hi,I
Rangitha,2,a,ha,R
Chellamani,1,i,ni,C
Kanvar,1,r,ar,K
Muhamad,1,d,ad,M
Preeti,2,i,ti,P
Ripunjya,1,a,ya,R
Kalya,2,a,ya,K
Nangai,2,i,ai,N
Payod,1,d,od,P
Sushanti,2,i,ti,S
Ajeeta,2,a,ta,A
Aarohi,2,i,hi,A
Bankebihari,1,i,ri,B
Kanchan,2,n,an,K
Prashanti,2,i,ti,P
Arya,2,a,ya,A
Hansaraj,1,j,aj,H
Chaturbhuj,1,j,uj,C
Alagarasan,1,n,an,A
Giri,1,i,ri,G
Dhanalakshmi,2,i,mi,D
Idha,2,a,ha,I
Tarangini,2,i,ni,T
Sonal,2,l,al,S
Rajan,1,n,an,R
Chitrarathi,2,i,hi,C
Sumant,1,t,nt,S
Rishikesh,1,h,sh,R
Bhavesh,1,h,sh,B
Lalit,1,t,it,L
Krishnamurari,1,i,ri,K
"Shanmukha, Shanmuga",1,a,ga,S
Vidyul,2,l,ul,V
Manasika,2,a,ka,M
Vaageesh,1,h,sh,V
Nihal,1,l,al,N
Changuna,2,a,na,C
"Gorochana, Gorma",2,a,ma,G
Punya,2,a,ya,P
Shrimayi,2,i,yi,S
Ishir,1,r,ir,I
Karunya,2,a,ya,K
Gorakh,1,h,kh,G
Saroj,1,j,oj,S
Sadhvi,2,i,vi,S
Shakeela,2,a,la,S
Divyanshi,2,i,hi,D
Xavier,1,r,er,X
Sunanda,2,a,da,S
Tavish,1,h,sh,T
Gunjan,1,n,an,G
Geetika,2,a,ka,G
Swastika,2,a,ka,S
Yadu,1,u,du,Y
Bankimchandra,1,a,ra,B
Tahir,1,r,ir,T
Pratiti,1,i,ti,P
Anwar,1,r,ar,A
Nischal,1,l,al,N
Brijesh,1,h,sh,B
Kapotakshi,2,i,hi,K
Babala,1,a,la,B
Pachai,1,i,ai,P
Bansi,1,i,si,B
Sheetal,2,l,al,S
Triveni,2,i,ni,T
Sujala,2,a,la,S
Jadhav,1,v,av,J
Shantiprakash,1,h,sh,S
Thirumani,1,i,ni,T
Quasim,1,m,im,Q
Pavalan,1,n,an,P
Shyamali,2,i,li,S
Sanjushree,2,e,ee,S
Thenral,2,l,al,T
Aahana,2,a,na,A
Sameer,1,r,er,S
Shameek,1,k,ek,S
Dylan,1,n,an,D
Kanimoli,2,i,li,K
Mudita,1,a,ta,M
Binodini,2,i,ni,B
Lochan,1,n,an,L
Jithya,2,a,ya,J
Vijayanatha,1,a,ha,V
Waseem,1,m,em,W
Madina,2,a,na,M
Sristi,2,i,ti,S
Fanindra,1,a,ra,F
"Asao, Asav",1,v,av,A
Teerth,1,h,th,T
Madin,1,n,in,M
Rajni,2,i,ni,R
Kuvam,1,m,am,K
Falgu,1,u,gu,F
Eelakili,2,i,li,E
Tyagraja,1,a,ja,T
Aahaladita,2,a,ta,A
Gangadhar,1,r,ar,G
Padmamalini,2,i,ni,P
Pasupati,1,i,ti,P
Ashis,1,s,is,A
Gazala,2,a,la,G
Jaichand,1,d,nd,J
Dharendra,1,a,ra,D
Lavani,2,i,ni,L
Wamika,1,a,ka,W
Giles,1,s,es,G
Indra,1,a,ra,I
Mana,2,a,na,M
Thavachelvan,1,n,an,T
Birbal,1,l,al,B
Bandhu,1,u,hu,B
Milun,1,n,un,M
Madhuchhanda,2,a,da,M
Nagarin,1,n,in,N
Navya,2,a,ya,N
Suhas,1,s,as,S
Haady,1,y,dy,H
Dinar,1,r,ar,D
Vishakha,2,a,ha,V
Magana,2,a,na,M
Inganam,1,m,am,I
Varada,2,a,da,V
Bishakha,2,a,ha,B
Valavan,1,n,an,V
Charuvindha,1,a,ha,C
Dayamayee,2,e,ee,D
Shashibhushan,1,n,an,S
Manyu,1,u,yu,M
Rajshri,2,i,ri,R
Kallol,2,l,ol,K
Vishnupriya,2,a,ya,V
Ramesh,1,h,sh,R
Chellamuthu,1,u,hu,C
Manthika,2,a,ka,M
Isaiarasu,1,u,su,I
Surdeep,1,p,ep,S
Sankul,2,l,ul,S
Kaman,1,n,an,K
Subarna,2,a,na,S
Vinaya,2,a,ya,V
Asvika,2,a,ka,A
Usri,2,i,ri,U
Nirmayi,2,i,yi,N
Sagun,1,n,un,S
Panchanan,1,n,an,P
Dhriti,2,i,ti,D
Tejal,2,l,al,T
Sanskriti,2,i,ti,S
Soma,2,a,ma,S
Itkila,2,a,la,I
Shrish,1,h,sh,S
Madhulata,2,a,ta,M
Giriraj,1,j,aj,G
Wyconda,1,a,da,W
Madhumati,2,i,ti,M
Manith,1,h,th,M
Chitkala,2,a,la,C
Chitra,2,a,ra,C
Kanwal,1,l,al,K
Prerana,2,a,na,P
Sai,2,i,ai,S
Saeed,1,d,ed,S
Bijal,1,l,al,B
Shreeparna,2,a,na,S
Avinashika,2,a,ka,A
Bahumathi,2,i,hi,B
Keshi,2,i,hi,K
Mamata,2,a,ta,M
Radhavallabh,1,h,bh,R
Suhaila,2,a,la,S
Anandamayi,2,i,yi,A
Risha,2,a,ha,R
Shaheen,1,n,en,S
Kandarpa,1,a,pa,K
Vanamala,2,a,la,V
Kshamya,2,a,ya,K
Tushar,1,r,ar,T
Hirendra,1,a,ra,H
Aaina,2,a,na,A
Tusharkana,2,a,na,T
Virendra,1,a,ra,V
Tripurari,1,i,ri,T
Nabarun,1,n,un,N
Pugalendhi,1,i,hi,P
Kriday,1,y,ay,K
Pradeep,1,p,ep,P
Jaimini,1,i,ni,J
Kamalakshi,2,i,hi,K
Bahula,2,a,la,B
Joel,2,l,el,J
"Bhagyawati, Bhagyashree",2,e,ee,B
Thakur,1,r,ur,T
Madhur,1,r,ur,M
Siddhi,2,i,hi,S
Nauka,1,a,ka,N
Vindhyavasini,2,i,ni,V
Devasmitha,2,a,ha,D
Ponnan,1,n,an,P
Buddhapriya,1,a,ya,B
Aravali,1,i,li,A
Vishwamitra,1,a,ra,V
Bhagya,2,a,ya,B
Sucharita,2,a,ta,S
Gayak,1,k,ak,G
Abhisumat,1,t,at,A
Yadunandan,1,n,an,Y
Narinder,1,r,er,N
Ishana,1,a,na,I
Kavana,2,a,na,K
Gopesh,1,h,sh,G
Omana,2,a,na,O
Mannath,1,h,th,M
Padminish,1,h,sh,P
Sadiq,1,q,iq,S
Ratnaprabha,2,a,ha,R
Susita,2,a,ta,S
Nandika,2,a,ka,N
Sunila,2,a,la,S
Devina,2,a,na,D
Bhagirathi,2,i,hi,B
Disha,2,a,ha,D
"Agasti, Agastya",1,a,ya,A
Shyamasri,2,i,ri,S
Pulish,1,h,sh,P
Laboni,2,i,ni,L
Nabhi,2,i,hi,N
Badal,1,l,al,B
Rohini,2,i,ni,R
Kalabjari,2,i,ri,K
Niverta,2,a,ta,N
Chaitanya,1,a,ya,C
Mitali,2,i,li,M
Deepesh,1,h,sh,D
Prem,1,m,em,P
Gunjan,2,n,an,G
Ebadaah,1,h,ah,E
Sarvesh,1,h,sh,S
Alok,1,k,ok,A
Naag,1,g,ag,N
Shravanti,2,i,ti,S
Abhinandana,1,a,na,A
Sadashiva,1,a,va,S
Parashuram,1,m,am,P
Jasbeer,1,r,er,J
Indushekhar,1,r,ar,I
Vanathi,2,i,hi,V
Gandhar,1,r,ar,G
Bhavani,2,i,ni,B
Niti,2,i,ti,N
Arpita,2,a,ta,A
Mahika,2,a,ka,M
Shukla,2,a,la,S
Kanmani,2,i,ni,K
Kshipa,2,a,pa,K
Nadish,1,h,sh,N
Malliga,2,a,ga,M
Kusumlata,2,a,ta,K
Khushal,1,l,al,K
Baanbhatt,1,t,tt,B
Kiruba,2,a,ba,K
Yajnadhar,1,r,ar,Y
Kuvar,1,r,ar,K
Aashi,2,i,hi,A
Shivendra,1,a,ra,S
Satyajit,1,t,it,S
Naveena,2,a,na,N
Fateen,1,n,en,F
Vamadeva,1,a,va,V
Semanti,2,i,ti,S
Rupi,2,i,pi,R
Ekansh,1,h,sh,E
Vanadurga,2,a,ga,V
Vibhavari,2,i,ri,V
Gandhari,2,i,ri,G
Obalesh,1,h,sh,O
Hena,2,a,na,H
Oviya,2,a,ya,O
Shilpita,2,a,ta,S
Rachna,2,a,na,R
Ijaya,2,a,ya,I
Marya,2,a,ya,M
Gomati,2,i,ti,G
Ilesh,1,h,sh,I
Hemanti,2,i,ti,H
Jogaraja,1,a,ja,J
Orpita,2,a,ta,O
Himachal,1,l,al,H
Maushmi,2,i,mi,M
Basistha,1,a,ha,B
Taran,1,n,an,T
Mahindra,1,a,ra,M
Shripad,1,d,ad,S
Krithi,2,i,hi,K
Rajnandhini,2,i,ni,R
Garisht,1,t,ht,G
Grihalakshmi,2,i,mi,G
Aalap,1,p,ap,A
Agrata,2,a,ta,A
Manal,2,l,al,M
Thirugnanam,1,m,am,T
Tatini,2,i,ni,T
Nishithini,2,i,ni,N
Edi,1,i,di,E
Sajili,2,i,li,S
Padmavati,2,i,ti,P
Ojaswini,2,i,ni,O
Nilakshi,2,i,hi,N
Navina,2,a,na,N
Satindra,1,a,ra,S
Tanmay,1,y,ay,T
Prateeksha,2,a,ha,P
Sujit,1,t,it,S
Noor,2,r,or,N
Sadhri,2,i,ri,S
Ronak,1,k,ak,R
Vagisa,1,a,sa,V
Praveen,1,n,en,P
Priyam,2,m,am,P
Lakshan,1,n,an,L
Vajradhar,1,r,ar,V
Siddheshwar,1,r,ar,S
Fanish,1,h,sh,F
Kampana,2,a,na,K
Jeeval,2,l,al,J
Nithilan,1,n,an,N
Dahana,1,a,na,D
Neer,1,r,er,N
Shesh,1,h,sh,S
Sana,2,a,na,S
Ekadant,1,t,nt,E
Sonali,2,i,li,S
Taraksh,1,h,sh,T
Prasenjit,1,t,it,P
Aakaanksha,2,a,ha,A
Kanttadhara,2,a,ra,K
Nabhitha,2,a,ha,N
Idris,1,s,is,I
Devangana,2,a,na,D
Sumita,2,a,ta,S
Sukeshi,2,i,hi,S
Iyalisai,2,i,ai,I
Lalitkumar,1,r,ar,L
Saraswati,2,i,ti,S
Mullai,2,i,ai,M
Nabhij,1,j,ij,N
Sainath,1,h,th,S
Shrikumar,1,r,ar,S
Abhinithi,2,i,hi,A
Pujya,2,a,ya,P
Jaishankar,1,r,ar,J
Kanhaiyalal,1,l,al,K
Muskan,2,n,an,M
Saeeda,2,a,da,S
Vanani,2,i,ni,V
Amitiyoti,1,i,ti,A
Salim,1,m,im,S
Mohitha,2,a,ha,M
Shivani,2,i,ni,S
Sanatan,1,n,an,S
Sudipta,2,a,ta,S
"Ujjwala, Ujjala",2,a,la,U
Nirmohi,1,i,hi,N
Salil,1,l,il,S
Ladli,2,i,li,L
Jyeshtha,2,a,ha,J
Aruna,2,a,na,A
Yashila,2,a,la,Y
Ela,2,a,la,E
Trilokesh,1,h,sh,T
Rajat,1,t,at,R
Kalidas,1,s,as,K
Ojal,2,l,al,O
Sunandita,2,a,ta,S
Faris,1,s,is,F
Indukanta,1,a,ta,I
Maandhata,1,a,ta,M
Panmoli,1,i,li,P
Sanwari,2,i,ri,S
Ehimaya,2,a,ya,E
Zeenat,2,t,at,Z
Eashan,1,n,an,E
Nityagopal,1,l,al,N
Veena,2,a,na,V
sowmya,2,a,ya,s
Akmal,1,l,al,A
Namish,1,h,sh,N
Jaldev,1,v,ev,J
Taizeen,1,n,en,T
Adhishree,2,e,ee,A
Pranidhi,2,i,hi,P
Kamalnayan,1,n,an,K
Lalitmohan,1,n,an,L
Shaan,1,n,an,S
Pakshalika,2,a,ka,P
Chandratha,1,a,ha,C
Tausiq,1,q,iq,T
Rama,2,a,ma,R
Avadhesh,1,h,sh,A
Swaminath,1,h,th,S
Agha,1,a,ha,A
Shiromani,1,i,ni,S
Satvamohan,1,n,an,S
Ishrat,2,t,at,I
Indumat,1,t,at,I
Shamindra,1,a,ra,S
Sharanya,2,a,ya,S
Naaz,2,z,az,N
Lingesan,1,n,an,L
Yamika,2,a,ka,Y
Madura,2,a,ra,M
Madhulika,2,a,ka,M
Mahua,2,a,ua,M
Jasamit,1,t,it,J
Madanagopala,1,a,la,M
Zikomo,1,o,mo,Z
Swami,1,i,mi,S
Idhika,2,a,ka,I
Vishesh,1,h,sh,V
Ankur,1,r,ur,A
Sutejas,1,s,as,S
Ratnali,2,i,li,R
Tarakeshwari,2,i,ri,T
Falak,1,k,ak,F
Pranav,1,v,av,P
Kirtmalini,2,i,ni,K
Alisha,2,a,ha,A
Kaumudi,2,i,di,K
Haridas,1,s,as,H
Parvesh,1,h,sh,P
Madri,2,i,ri,M
Adway,1,y,ay,A
Samudragupta,1,a,ta,S
Mausami,2,i,mi,M
Neelanjana,2,a,na,N
Sammath,1,h,th,S
Arivumani,1,i,ni,A
Anuva,2,a,va,A
Gauhar,2,r,ar,G
Hariprasad,1,d,ad,H
Abhra,1,a,ra,A
Sayeeda,2,a,da,S
Sharadchandra,1,a,ra,S
Chanchala,2,a,la,C
Prabal,1,l,al,P
Avantika,2,a,ka,A
Jai,1,i,ai,J
Omja,1,a,ja,O
Madhupuspa,1,a,pa,M
Neelkanta,1,a,ta,N
Mani,1,i,ni,M
Gandesha,1,a,ha,G
Oni,2,i,ni,O
Hamir,1,r,ir,H
Kamraj,1,j,aj,K
Supratik,1,k,ik,S
Madhukanta,1,a,ta,M
Swayambhu,1,u,hu,S
Tarulata,2,a,ta,T
Ushashi,2,i,hi,U
Bandana,2,a,na,B
Sheela,2,a,la,S
Darpana,2,a,na,D
Kanti,2,i,ti,K
Malay,1,y,ay,M
Maalolan,1,n,an,M
Ziana,2,a,na,Z
Gaurinath,1,h,th,G
"Animish, Animesh",1,h,sh,A
Anintika,2,a,ka,A
Arvind,1,d,nd,A
Payas,1,s,as,P
Devanand,1,d,nd,D
